File Name,Collection Name#1,Work Type#1,Work Type Vocab#1,Work Type Refid#1,Work Title#1,Work Title Type#1,Work Agent Name#1,Work Agent Name Vocab#1,Work Agent Name Refid#1,Work Agent Name Type#1,Work Agent Role#1,Work Agent Role Vocab#1,Work Date#1,Work Date Type#1,Subject Term#1,Subject Type#1,Subject Vocab#1,Subject Refid#1,Subject Term#2,Subject Type#2,Subject Vocab#2,Subject Refid#2,Location Name#1,Location Type#1,Location Refid#1,Location Name#2,Location Type#2,Location Name#3,Location Type#3,Location Name#4,Location Type#4,Location Name#5,Location Type#5,Location Name#6,Location Type#6,Location Name#7,Location Type#7,Repository Location Name#1,Repository Location Type#1,Repository Location Refid#1,Repository Location Refid Type#1,Work Measurements#1,Material#1,Material Type#1,Material Vocab#1,Material Refid#1,Technique#1,Technique Vocab#1,Technique Refid#1,Work Description#1,Work Description#2,Relation#1,Relation Type#1,Relation Relids#1,Relation href#1,Relation#2,Relation Type#2,Relation Relids#2,Relation href#2,Relation#3,Relation Type#3,Relation Relids#3,Relation href#3,Relation#4,Relation Type#4,Relation Relids#4,Relation href#4,Relation#5,Relation Type#5,Relation Relids#5,Relation href#5,Image Rights,Image Title#1,Image Title Type#1,Image Title#2,Image Title Type#2,Image Source#1,Image Source Type#1,Image Measurements#1,Image Measurements Type#1,Image Measurements Unit#1,Image Agent Name#1,Image Agent Type#1,Image Agent Role#1,Image Date#1,Image Date Type#1,Image Work Type#1,Image Work Type Vocab#1,Image Work Type Refid#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
arbrack0101.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,University Anatomy Building. '98,cited,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1898,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,Anatomy Building,formerSite,,,,,,,,,,,,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 1-1",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,"[Additional information available in source documentation.] This is looking S.E. at the old Anatomy Building that stood in the quadrangle formed today by the Little Theater, Hellems, and Chemistry. Three women and one man are standing on a board walk in the foreground. Houses are visible in the background. The negative is stained which gives the streaks in the print. The 1901 Yearbook lists a Nellis Drake, a Helen Richardson, and Elizabeth and Blanche Ricketts. In May 1973 Elizabeth, age 92, identified the Miss Ricketts as her twin sister Blanche. Above the head of the left lady one can see four electric wires running to the building, and above the left hand ground floor window is a box mounted on two pieces of 2x4 on the brick that looks like an electrical transformer. Electric wires are also visible on the right of the building. The girl on the left is Helen Richardson who partially hides Blanche Ricketts, and Nellie Drake is on the right. Elizabeth Ricketts could not identify the man in the photo. Blanche died in 1958. In the 50th reunion of the class of '01, the class members identified themselves as follows: Meany, Nellie Ella Drake (Mrs. George E. ), Ph.B. 122 N. Mt. Vernon, Prescott, Arizona .... Ricketts, Blanche Ethelyn, B.A., Boulder, Colorado .... Ricketts, Elizabeth Leota, B.A., Boulder, Colorado. …. would suggest that the pictures 1-1 and 1-2 were taken in the spring of 1898 and the three women were all freshmen.",,"[close duplicate of 1-1, University Anatomy Building. '98]",relatedTo,arbrack0102.tif,http://cudl.colorado.edu/luna/servlet/s/0ko16e,,,,,,,,,,,,,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",University Anatomy Building. '98,generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1915",other,38560824,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,433989,397,arbrack0101.jpg
arbrack0102.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,"[close duplicate of 1-1, University Anatomy Building. '98]",descriptive,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1898,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,Anatomy Building,formerSite,,,,,,,,,,,,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 1-2",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,"[Additional information available in source documentation.] Brackett had no caption on this negative but it is a close duplicate of 1-1, so both were taken in 1898…. would suggest that the pictures 1-1 and 1-2 were taken in the spring of 1898 and the three women were all freshmen. This is looking S.E. at the old Anatomy Building that stood in the quadrangle formed today by the Little Theater, Hellems, and Chemistry. Three women and one man are standing on a board walk in the foreground. Houses are visible in the background. ... The 1901 Yearbook lists a Nellis Drake, a Helen Richardson, and Elizabeth and Blanche Ricketts. In May 1973 Elizabeth, age 92, identified the Miss Ricketts as her twin sister Blanche. Above the head of the left lady one can see four electric wires running to the building, and above the left hand ground floor window is a box mounted on two pieces of 2x4 on the brick that looks like an electrical transformer. Electric wires are also visible on the right of the building. The girl on the left is Helen Richardson who partially hides Blanche Ricketts, and Nellie Drake is on the right. Elizabeth Ricketts could not identify the man in the photo. Blanche died in 1958. In the 50th reunion of the class of '01, the class members identified themselves as follows: Meany, Nellie Ella Drake (Mrs. George E. ), Ph.B. 122 N. Mt. Vernon, Prescott, Arizona .... Ricketts, Blanche Ethelyn, B.A., Boulder, Colorado .... Ricketts, Elizabeth Leota, B.A., Boulder, Colorado.",,University Anatomy Building. '98,relatedTo,arbrack0101.tif,http://cudl.colorado.edu/luna/servlet/s/446it8,,,,,,,,,,,,,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","[close duplicate of 1-1, University Anatomy Building. '98]",generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1916",other,38942476,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,434004,397,arbrack0102.jpg
arbrack0103.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,Anat [Photograph of Anatomy Building.],descriptive,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1899/1900,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,Anatomy Building,formerSite,,,,,,,,,,,,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 1-3",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,This badly broken negative shows the brick house that was the Anatomy building from the northwest. The view is closely identical to 1-1 and 1-2 even to size of newly planted trees near the building which have more foliage here than in 1-1 and 1-2. A clothesline loaded with drying clothes is visible in the yard of the house to the right of and behind the Anatomy building. This house and yard would be about where the U.M.C. fountain stands today. The electrical wires running to the building from the left are visible -they go to a piece of wood like a 2x4 mounted about the band of bricks that meets the sills of the second floor windows. However the transformer-like device of 1-1 and 1-2 below the brick band is missing although the two pieces of wood on which it was mounted are visible. This picture was probably taken within a year or two of 1898.,,"[close duplicate of 1-1, University Anatomy Building. '98]",relatedTo,arbrack0102.tif,http://cudl.colorado.edu/luna/servlet/s/p207v4,University Anatomy Building. '98,relatedTo,arbrack0101.tif,http://cudl.colorado.edu/luna/servlet/s/o21818,,,,,,,,,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Anat [Photograph of Anatomy Building.],generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1917",other,27845704,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,434019,397,arbrack0103.jpg
arbrack0104.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,Anatomy New,cited,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1904/1915,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,Anatomy Building,formerSite,,Little Theater,formerSite,Gamble Athletic Field,formerSite,,,,,,,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 1-4",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,"Also has crossed out: ""Duane's House"", ""Dome Rock No"". Superb picture of the Anatomy building close up with Gamble Field stands in background. The negative is stained. Gamble Field for Varsity football was laid out in 1900-02 and is visible here as a high board fence with the west football stands showing to the right of the Anatomy building. In the left of the three second floor windows one can see a poor reflection that is probably of the upper SE corner of the library (now the Little Theater). The earliest this picture could have been then is the summer of 1903 (since the library was completed in December 1903). Picture 1-7 (Oct. '03) does not show ivy - so this could probably not be earlier than the summer of 1904. Electric lines to the left corner of the building which show in 1898 pictures are missing, although the boards on the brick to which the wires and transformer (?) were attached in 1898 and a break in the brick trim are visible here. Electric lines are visible in the background left and probably to the building at the right. To the right - in front of the board fence is a net as on a tennis court, and a coatless player (?) appears blurred just to the left of a tree at the right. The player's coat is hanging on the board fence around Gamble Field. Ivy is starting to grow on the building.",,"[close duplicate of 1-1, University Anatomy Building. '98]",relatedTo,arbrack0102.tif,http://cudl.colorado.edu/luna/servlet/s/d79j34,University Anatomy Building. '98,relatedTo,arbrack0101.tif,http://cudl.colorado.edu/luna/servlet/s/446it8,Anatomy Bldg. Oct. 1903,relatedTo,arbrack0107.tif,http://cudl.colorado.edu/luna/servlet/s/t61o12,,,,,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Anatomy New,generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1918",other,38496652,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,434034,397,arbrack0104.jpg
arbrack0105.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,Anatomy from Main,cited,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1902,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,University Hospital,formerSite,,Anatomy Building,formerSite,Temporary Building No. 1,site,Gamble Athletic Field,formerSite,,,,,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 1-5",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,"This picture looks SE from Main over the house that was called ""Anatomy"". In the back is the Medical Building with both wings and to the left is the Gamble Athletic Field where UMC stands. If one compares this with 2-4 and 2-5 one concludes that this picture was taken just after the close of the 1902 Nebraska football game pictured in 2-4 and 2-5. The shadows are longer here than there, a few people are standing on the football field and a 4-wheel horse cart that looks like it was associated with concessions is clearly visible around the stands. On the Anatomy Building the electric wires are clearly visible running to a board above the horizontal brick trim above the left ground floor window. Below the board it appears that the transformer of 1-1 and 1-2 is still in place. Partially hidden in the trees at the left is a rectangular brick trash burner and a shed, which may be an outhouse. This picture was taken on Saturday, Oct. 4 1902. It appears on pg. 197 of ""Glory Colorado"".",,"[close duplicate of 1-1, University Anatomy Building. '98]",relatedTo,arbrack0102.tif,http://cudl.colorado.edu/luna/servlet/s/d79j34,University Anatomy Building. '98,relatedTo,arbrack0101.tif,http://cudl.colorado.edu/luna/servlet/s/446it8,Athletic Field no. 2 Nebraska game '02,relatedTo,arbrack0205.tif,http://cudl.colorado.edu/luna/servlet/s/tttd0n,Athletic Field 1902 Nebraska game from Main roof A,relatedTo,arbrack0204.tif,http://cudl.colorado.edu/luna/servlet/s/s1o8n8,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Anatomy from Main,generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1919",other,38408504,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,434049,397,arbrack0105.jpg
arbrack0106.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,Anatomy 08,cited,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1907/1908,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,Anatomy Building,formerSite,,Chemistry Building,formerSite,,,,,,,,,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 1-6",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,"The ""08"" is marked over to show ""07"". Excellent picture of Anatomy - looking east. Steps of Chemistry and front of Chemistry are visible in rear. This was taken shortly after the chemistry building was enlarged. Chemistry was originally a small rectangular building, built in 1898, which is the portion nearest the camera. It was enlarged in 1906 by construction of east and south wings. The full building was demolished in the summer of 1972. Note the six scrapers on the steps of the chemistry building for students to use to scrape mud off of their feet. Electricity for the anatomy building now comes in on wires from the right. The east stands on Gamble Field are visible at the right and the heavy railing with five 45° braces looks like football practice equipment. The board fence is not that shown in 1-4 and some light weight pipe fence is visible at the right. The sidewalks seem to be stone slabs.",,Anatomy New,relatedTo,arbrack0104.tif,http://cudl.colorado.edu/luna/servlet/s/5nb2lt,,,,,,,,,,,,,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Anatomy 08,generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1920",other,38313732,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,434064,397,arbrack0106.jpg
arbrack0107.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,Anatomy Bldg. Oct. 1903,cited,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1903,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,Anatomy Building,formerSite,,Gamble Athletic Field,formerSite,,,,,,,,,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 1-7",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,"This negative is badly stained chemically, especially in the areas where the print is light. It carries a faint notation ""Oct 03"" on the emulsion. The fence around Gamble Field is visible on both sides of the building and two horses and two buggies are partially visible at the left. The electric fixtures and wires are missing from the board above the left window, and two light bulbs hanging on cords are visible in the center second floor window. The sidewalk in the foreground is disrupted by the recent excavation of a utility (?) trench. It looks as though the ivy of 1-4 has not started.",,Anatomy New,relatedTo,arbrack0104.tif,http://cudl.colorado.edu/luna/servlet/s/5nb2lt,,,,,,,,,,,,,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Anatomy Bldg. Oct. 1903,generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1921",other,38530716,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,434079,397,arbrack0107.jpg
arbrack0108.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,Med Hall,cited,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1890/1915,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,Anatomy Building,formerSite,,,,,,,,,,,,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 1-8",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,"This is the earliest picture of this building in the collection. It was constructed in 1888 at a cost of $2,540 and was originally called the Medical Hall (G.C. pg. 60). It then was called the Anatomy Building and from 1910-1912 it was used for Freshman English. It was the home of the School of Pharmacy from 1912 until it was torn down in 1921 (G.C. pg. 276). To the left one can see the railroad that ran to Denver and was east of the Heating Plant. The JILA wing of the Duane Physical Laboratories stands today where these tracks are located. The background house and barn on the left stand about where Baker Hall is - or in the open area north of Baker Hall. Country barbed wire fences are visible on both sides of the building. No electric utility wires are visible and the fixtures that show above the left window in other pictures have not been installed. Undulating over the hills at the right of the white house is snow fence to protect the railroad in cuts near the present site of Nichols Hall. See 2-4 and 2-5. A board walk goes to the front door of the building.",,Athletic Field 1902 Nebraska game from Main roof A,relatedTo,arbrack0204.tif,http://cudl.colorado.edu/luna/servlet/s/s1o8n8,Athletic Field no. 2 Nebraska game '02,relatedTo,arbrack0205.tif,http://cudl.colorado.edu/luna/servlet/s/tttd0n,,,,,,,,,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Med Hall,generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1922",other,38774136,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,434094,397,arbrack0108.jpg
arbrack0201.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,Athletic Field,cited,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1890/1915,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,Gamble Athletic Field,formerSite,,,,,,,,,,,,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 2-1",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,"Looking SW at west stands on Gamble Field - large crowd. Behind stands is old medical building which was torn down in 1955 when the University Memorial Center was constructed. The crowd in this picture is about 700 people. It is quite possible that they were here to watch a football game. This football field stood where the UMC, the UMC fountain and the chemistry building now stand.",,,,,,,,,,,,,,,,,,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Athletic Field,generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1923",other,38667124,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,434109,397,arbrack0201.jpg
arbrack0202.tif,"J. Raymond Brackett, Photographs and Negatives, 1890-1915",photographic print,aat,300127104,Athletic Field,cited,"Brackett, J. Raymond",naf,no2011111940,personal,Photographer,marcrelator,1898/1906,view,Photography -- Boulder (Colo.),descriptiveTopic,lcsh,sh 85101206,,,,,Power House,site,,Woodbury Arts and Sciences,site,Chemistry Building,formerSite,Temporary Building No. 1,site,Gymnasium,formerSite,Gamble Athletic Field,formerSite,,,University of Colorado at Boulder Libraries. Archives Dept.,repository,"Book 1, 2-2",shelfList,,photographic paper,support,aat,300014190,photography,aat,300054225,"This negative has chemical stains. The view is taken looking north down the length of Gamble Field while a track meet is in progress. It is similar to 2-7. The west stands on the left are partially full and the east stands on the right are not crowded. Many people have umbrellas as protection from the sun. Some letters are crudely painted on the boards at the front of the west stands. It looks as though it says ""POOR OLD SOPHS SOPHS 05"". At the center of the field the high jump is set at about five feet, a few hurdles are standing around the track but not much other activity is visible. The roof of the medical building and Old Main can be seen behind the west stands. Clearly visible is the early 1898 part of Chemistry but the 1906 Chemistry addition has not been built. Between the stands and Chemistry are some white tents. Woodbury Hall is not visible and is apparently hidden behind Chemistry. Several people are watching events from the windows of Chemistry. This chemistry building was razed in the summer of 1972. To the right is the gymnasium and behind it one can see only the smokestack of the power plant associated with the College of Engineering building. Through the backstop and over the heads of people one can see the University hospital which, in 19 73, is ""Temporary Building No. 1"".",,Athletic Field grandstand,relatedTo,arbrack0207.tif,http://cudl.colorado.edu/luna/servlet/s/68928p,,,,,,,,,,,,,,,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Athletic Field,generalView,,,"Bartlett, Albert A. and Kupfner, George, The glass plate negatives of Prof. J. Raymond Brackett (1854-1922) showing scenes of the University of Colorado from 1890 to 1924",other,38857648,fileSize,bytes,"Veronin, Jessica",personal,scanning technician,20090419,other,digital image,aat,300215302,434124,397,arbrack0202.jpg
